Owner,Team,League,Recipient,Amount,Election Year,Party,City,State
John Rogers,Chicago Sky,WNBA,BILL FOSTER FOR CONGRESS,2700,2018,Democrat,Chicago, Illinois
John Rogers,Chicago Sky,WNBA,COMMITTEE TO ELECT DAN KOH,2700,2018,Democrat,Chicago, Illinois
John Rogers,Chicago Sky,WNBA,DOUG JONES FOR SENATE COMMITTEE,2700,2018,Democrat,Chicago, Illinois
John Rogers,Chicago Sky,WNBA,ELISSA SLOTKIN FOR CONGRESS,2700,2018,Democrat,Chicago, Illinois
John Rogers,Chicago Sky,WNBA,FRIENDS OF DICK DURBIN COMMITTEE,2700,2018,Democrat,Chicago, Illinois
John Rogers,Chicago Sky,WNBA,HEIDI JOE VICTORY FUND,2700,2018,Democrat,Chicago, Illinois
John Rogers,Chicago Sky,WNBA,KAREN BASS FOR CONGRESS,2700,2018,Democrat,Chicago, Illinois
John Rogers,Chicago Sky,WNBA,KIND FOR CONGRESS COMMITTEE,2700,2018,Democrat,Chicago, Illinois
John Rogers,Chicago Sky,WNBA,Lisa Blunt Rochester for Congress,2700,2018,Democrat,Chicago, Illinois
John Rogers,Chicago Sky,WNBA,MANCHIN FOR WEST VIRGINIA,2700,2018,Democrat,Chicago, Illinois
John Rogers,Chicago Sky,WNBA,MENENDEZ FOR SENATE,2700,2018,Democrat,Chicago, Illinois
John Rogers,Chicago Sky,WNBA,MONTANA NORTH DAKOTA VICTORY FUND,2700,2018,Democrat,Chicago, Illinois
John Rogers,Chicago Sky,WNBA,ROBIN KELLY FOR CONGRESS,2700,2018,Democrat,Chicago, Illinois
John Rogers,Chicago Sky,WNBA,RUFUS GIFFORD FOR CONGRESS,2700,2018,Democrat,Chicago, Illinois
John Rogers,Chicago Sky,WNBA,TOM O'HALLERAN FOR CONGRESS,2700,2018,Democrat,Chicago, Illinois
John Rogers,Chicago Sky,WNBA,FRIENDS FOR HARRY REID,2600,2016,Democrat,Chicago, Illinois
John Rogers,Chicago Sky,WNBA,FRIENDS OF SCHUMER,2600,2016,Democrat,Chicago, Illinois
John Rogers,Chicago Sky,WNBA,BETO FOR TEXAS,2500,2018,Democrat,Chicago, Illinois
John Rogers,Chicago Sky,WNBA,CONGRESSIONAL BLACK CAUCUS PAC,2500,2018,Democrat,Chicago, Illinois
John Rogers,Chicago Sky,WNBA,MIKE ESPY FOR SENATE CAMPAIGN COMMITTEE,2500,2018,Democrat,Chicago, Illinois
John Rogers,Chicago Sky,WNBA,Friends for Gregory Meeks,2500,2020,Democrat,Chicago, Illinois
John Rogers,Chicago Sky,WNBA,DONNELLY FOR INDIANA,2350,2018,Democrat,Chicago, Illinois
John Rogers,Chicago Sky,WNBA,TERRI BONOFF FOR CONGRESS,2000,2016,Democrat,Chicago, Illinois
