Owner,Team,League,Recipient,Amount,Election Year,Party,City,State
Glen Taylor,Minnesota Timberwolves,NBA,JOHN KENNEDY FOR US,2700,2016,Republican,Minneapolis, Minnesota
Glen Taylor,Minnesota Timberwolves,NBA,KIRK FOR SENATE,2700,2016,Republican,Minneapolis, Minnesota
Glen Taylor,Minnesota Timberwolves,NBA,MARCO RUBIO FOR SENATE 2016,2700,2016,Republican,Minneapolis, Minnesota
Glen Taylor,Minnesota Timberwolves,NBA,PORTMAN FOR SENATE COMMITTEE,2700,2016,Republican,Minneapolis, Minnesota
Glen Taylor,Minnesota Timberwolves,NBA,RON JOHNSON FOR SENATE INC,2700,2016,Republican,Minneapolis, Minnesota
Glen Taylor,Minnesota Timberwolves,NBA,THE RICHARD BURR COMMITTEE,2700,2016,Republican,Minneapolis, Minnesota
Glen Taylor,Minnesota Timberwolves,NBA,CITIZENS FOR JOSH MANDEL INC,2700,2018,Republican,Minneapolis, Minnesota
Glen Taylor,Minnesota Timberwolves,NBA,CRAMER FOR SENATE,2700,2018,Republican,Minneapolis, Minnesota
Glen Taylor,Minnesota Timberwolves,NBA,HELLER FOR SENATE,2700,2018,Republican,Minneapolis, Minnesota
Glen Taylor,Minnesota Timberwolves,NBA,HOUSLEY FOR SENATE COMMITTEE,2700,2018,Republican,Minneapolis, Minnesota
Glen Taylor,Minnesota Timberwolves,NBA,JEFF FLAKE FOR US SENATE INC,2700,2018,Republican,Minneapolis, Minnesota
Glen Taylor,Minnesota Timberwolves,NBA,JOSH HAWLEY FOR SENATE,2700,2018,Republican,Minneapolis, Minnesota
Glen Taylor,Minnesota Timberwolves,NBA,KING FOR CONGRESS,2700,2018,Republican,Minneapolis, Minnesota
Glen Taylor,Minnesota Timberwolves,NBA,MATT ROSENDALE FOR MONTANA,2700,2018,Republican,Minneapolis, Minnesota
Glen Taylor,Minnesota Timberwolves,NBA,MCSALLY FOR SENATE INC,2700,2018,Republican,Minneapolis, Minnesota
Glen Taylor,Minnesota Timberwolves,NBA,MIKE BRAUN FOR INDIANA,2700,2018,Republican,Minneapolis, Minnesota
Glen Taylor,Minnesota Timberwolves,NBA,MORRISEY FOR SENATE INC,2700,2018,Republican,Minneapolis, Minnesota
Glen Taylor,Minnesota Timberwolves,NBA,FRIENDS OF ERIK PAULSEN,2000,2018,Republican,Minneapolis, Minnesota
Glen Taylor,Minnesota Timberwolves,NBA,FRIENDS OF HAGEDORN,2000,2018,Republican,Minneapolis, Minnesota
Herbert Simon,Indiana Pacers,NBA,SMP,126900,2018,Democrat,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,HILLARY VICTORY FUND,50000,2016,Democrat,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,TEAM HOLCOMB,50000,2018,Republican,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,TEAM HOLCOMB,50000,2020,Republican,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,DONNELLY VICTORY FUND,32700,2018,Democrat,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,SENATE MAJORITY PAC,25000,2016,Democrat,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,INDIANA DEMOCRATIC CONGRESSIONAL VICTORY COMMITTEE,15000,2016,Democrat,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,INTERNATIONAL COUNCIL OF SHOPPING CENTERS INC POLITICAL ACTION COMMITTEE (ICSC PAC),10000,2016,"Bipartisan, but mostly Republican",Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,INTERNATIONAL COUNCIL OF SHOPPING CENTERS INC POLITICAL ACTION COMMITTEE (ICSC PAC),10000,2018,"Bipartisan, but mostly Republican",Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,INDIANA DEMOCRATIC CONGRESSIONAL VICTORY COMMITTEE,10000,2020,Democrat,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,MARCO RUBIO FOR PRESIDENT,5400,2016,Republican,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,BARON HILL FOR INDIANA,5400,2016,Democrat,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,KOHL FOR CONGRESS,5400,2018,Democrat,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,NEW GENERATION PAC,5000,2016,N/A,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,ALL AMERICA PAC,5000,2016,Democrat,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,INTERNATIONAL COUNCIL OF SHOPPING CENTERS INC POLITICAL ACTION COMMITTEE (ICSC PAC),5000,2020,"Bipartisan, but mostly Republican",Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,"THE NATIONAL ASSOCIATION OF PROFESSIONAL BASEBALL LEAGUES, INC. PAC, (MINOR LEAGUE BASEBALL PAC)",5000,2020,Bipartisan,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,ANDRE CARSON FOR CONGRESS,4700,2018,Democrat,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,"THE NATIONAL ASSOCIATION OF PROFESSIONAL BASEBALL LEAGUES, INC. PAC, (MINOR LEAGUE BASEBALL PAC)",4000,2018,Bipartisan,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,ANDRE CARSON FOR CONGRESS,3700,2016,Democrat,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,SCHOLTEN4IOWA CAMPAIGN COMMITTEE,3700,2018,Democrat,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,JAIME HARRISON FOR US SENATE,3650,2020,Democrat,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,"AMY MCGRATH FOR SENATE, INC.",2800,2020,Democrat,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,ANDRE CARSON FOR CONGRESS,2800,2020,Democrat,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,BIDEN FOR PRESIDENT,2800,2020,Democrat,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,MATT LIEBERMAN FOR SENATE,2800,2020,Democrat,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,CHRIS CHRISTIE FOR PRESIDENT INC,2700,2016,Republican,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,CRUZ FOR PRESIDENT,2700,2016,Republican,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,FRIENDS OF JOE HECK,2700,2016,Republican,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,FRIENDS OF KELLY AYOTTE INC,2700,2016,Republican,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,FRIENDS OF PAT TOOMEY,2700,2016,Republican,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,"FRIENDS OF TODD YOUNG, INC.",2700,2016,Republican,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,"JEB 2016, INC.",2700,2016,Republican,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,EVAN BAYH COMMITTEE,2700,2016,Democrat,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,FRIENDS OF SUSAN BROOKS,2700,2018,Republican,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,GREG PENCE FOR CONGRESS,2700,2018,Republican,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,GREG PENCE VICTORY,2700,2018,Republican,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,MCCARTHY VICTORY FUND,2700,2018,Republican,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,ANDREW JANZ FOR CONGRESS,2700,2018,Democrat,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,BETO FOR TEXAS,2700,2018,Democrat,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,BILL NELSON FOR US SENATE,2700,2018,Democrat,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,CASTEN FOR CONGRESS,2700,2018,Democrat,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,CONOR LAMB FOR CONGRESS,2700,2018,Democrat,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,JANET GARRETT FOR CONGRESS COMMITTEE,2700,2018,Democrat,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,LIZ FOR INDIANA,2700,2018,Democrat,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,PRICE4WNC,2700,2018,Democrat,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,ROSEN FOR NEVADA,2700,2018,Democrat,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,WALORSKI FOR CONGRESS INC,2500,2016,Republican,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,SHELLI YODER FOR INDIANA,2000,2016,Democrat,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,AMY FOR AMERICA,2000,2020,Democrat,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,KASICH FOR AMERICA INC,1000,2016,Republican,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,JOE KENNEDY FOR CONGRESS,1000,2016,Democrat,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,ORENTLICHER FOR CONGRESS,1000,2016,Democrat,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,RUSS FOR WISCONSIN,1000,2016,Democrat,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,BUCSHON FOR CONGRESS,1000,2018,Republican,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,WALORSKI FOR CONGRESS INC,1000,2018,Republican,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,FRIENDS FOR THORNTON,1000,2018,Democrat,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,TRITCH FOR CONGRESS,1000,2018,Democrat,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,ARBALLO FOR CONGRESS,1000,2020,Democrat,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,BENNET FOR AMERICA,1000,2020,Democrat,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,BULLOCK FOR PRESIDENT,1000,2020,Democrat,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,FRIENDS OF JOHN DELANEY,1000,2020,Democrat,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,MAX ROSE FOR CONGRESS,1000,2020,Democrat,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,CONGRESSIONAL BLACK CAUCUS PAC,500,2018,Democrat,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,MIKE ESPY FOR SENATE CAMPAIGN COMMITTEE,500,2018,Democrat,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,ELISSA SLOTKIN FOR CONGRESS,500,2020,Democrat,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,PEOPLE FOR PATTY MURRAY,500,2020,Democrat,Indianapolis, Indiana
Herbert Simon,Indiana Pacers,NBA,ACTBLUE,250,2020,Democrat,Indianapolis, Indiana
James L. Dolan,New York Knicks,NBA,REPUBLICAN NATIONAL COMMITTEE,355000,2020,Republican,New York, New York
James L. Dolan,New York Knicks,NBA,TRUMP VICTORY,355000,2020,Republican,New York, New York
James L. Dolan,New York Knicks,NBA,REPUBLICAN NATIONAL COMMITTEE,339000,2018,Republican,New York, New York
James L. Dolan,New York Knicks,NBA,TRUMP VICTORY,300000,2016,Republican,New York, New York
James L. Dolan,New York Knicks,NBA,TRUMP VICTORY,125000,2018,Republican,New York, New York
James L. Dolan,New York Knicks,NBA,LONG ISLANDERS FOR TRUTH INC,100000,2016,Democrat,New York, New York
James L. Dolan,New York Knicks,NBA,SUOZZI VICTORY FUND,10000,2016,Democrat,New York, New York
James L. Dolan,New York Knicks,NBA,SUOZZI VICTORY FUND,10000,2018,Democrat,New York, New York
James L. Dolan,New York Knicks,NBA,ELISE VICTORY FUND,5600,2020,Republican,New York, New York
James L. Dolan,New York Knicks,NBA,SUOZZI FOR CONGRESS,5400,2018,Democrat,New York, New York
James L. Dolan,New York Knicks,NBA,COMMON GOOD PAC,5000,2018,Democrat,New York, New York
Jerry Reinsdorf,Chicago Bulls,NBA,GOVERN OR GO HOME,300000,2018,N/A,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,UNITED TOGETHER,300000,2018,N/A,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,DUTY AND COUNTRY,200000,2018,Democrat,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,"UNITED FOR PROGRESS, INC.",200000,2018,N/A,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,CITIZENS FOR A STRONG AMERICA INC,200000,2018,Republican,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,Illinois Democrats for Change,100000,2020,Democrat,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,NRSC,100000,2020,Republican,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,PROBLEM SOLVERS PATRIOTS,84000,2020,Republican,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,10000,2016,Bipartisan,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,NEW JERSEY DEMOCRATIC STATE COMMITTEE,10000,2018,Democrat,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,10000,2018,Bipartisan,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,COLLINS FOR SENATOR,5600,2020,Republican,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,COMMITTEE TO RE-ELECT STEVE WATKINS,5600,2020,Republican,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,Ernst Victory Iowa,5600,2020,Republican,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,Kinzinger for Congress,5600,2020,Republican,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,Mike Bost for Congress Committe,5600,2020,Republican,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,Perdue for Senate,5600,2020,Republican,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,REED VICTORY COMMITTEE,5600,2020,Republican,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,DAN LIPINSKI FOR CONGRESS,5600,2020,Democrat,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,Friends of Dick Durbin Committee,5600,2020,Democrat,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,TOM O'HALLERAN FOR CONGRESS,5600,2020,Democrat,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,FRIENDS OF JOHN MCCAIN INC,5400,2016,Republican,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,FRIENDS OF KELLY AYOTTE INC,5400,2016,Republican,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,FRIENDS OF CHERI BUSTOS,5400,2016,Democrat,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,BILL CASSIDY FOR US SENATE,5400,2018,Republican,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,DEB FISCHER FOR US SENATE,5400,2018,Republican,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,FRIENDS OF JOHN BARRASSO,5400,2018,Republican,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,"HOOSIERS FOR ROKITA, INC.",5400,2018,Republican,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,JEFF FLAKE FOR US SENATE INC,5400,2018,Republican,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,KINZINGER FOR CONGRESS,5400,2018,Republican,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,MCSALLY FOR SENATE INC,5400,2018,Republican,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,MIKE BOST FOR CONGRESS COMMITTEE,5400,2018,Republican,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,ROSENDALE VICTORY FUND,5400,2018,Republican,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,TIM SCOTT FOR SENATE,5400,2018,Republican,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,TOM REED FOR CONGRESS,5400,2018,Republican,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,CHARLIE CRIST FOR CONGRESS,5400,2018,Democrat,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,DAN LIPINSKI FOR CONGRESS,5400,2018,Democrat,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,DONNELLY FOR INDIANA,5400,2018,Democrat,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,JOSH GOTTHEIMER FOR CONGRESS,5400,2018,Democrat,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,MONTANANS FOR TESTER,5400,2018,Democrat,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,QUIGLEY FOR CONGRESS,5400,2018,Democrat,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,SCHNEIDER FOR CONGRESS,5400,2018,Democrat,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,SUOZZI FOR CONGRESS,5400,2018,Democrat,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,TOM O'HALLERAN FOR CONGRESS,5400,2018,Democrat,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,JOSH GOTTHEIMER FOR CONGRESS,5400,2020,Democrat,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,KIRK VICTORY COMMITTEE,5000,2016,Republican,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,TIM SCOTT FOR SENATE,5000,2016,Republican,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,GOLDEN RULE PAC,5000,2018,Democrat,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,GREEN VICTORY FUND,5000,2020,Republican,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,SCOTT TAYLOR FOR SENATE,5000,2020,Republican,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,5000,2020,Bipartisan,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,DOLD FOR CONGRESS,3700,2016,Republican,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,ROSKAM FOR CONGRESS COMMITTEE,3700,2018,Republican,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,Americans for Parnell Committee,2800,2020,Republican,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,Ferguson Victory Fund,2800,2020,Republican,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,Jim 2020 Committee,2800,2020,Republican,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,Matt Rosendale for Montana,2800,2020,Republican,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,Brindisi for Congress,2800,2020,Democrat,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,Hickenlooper for Colorado,2800,2020,Democrat,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,FRIENDS OF MIA LOVE,2700,2016,Republican,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,SASSE LEADERSHIP COMMITTEE,2700,2016,Republican,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,EVAN BAYH COMMITTEE,2700,2016,Democrat,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,COMMITTEE TO ELECT STEVE WATKINS,2700,2018,Republican,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,FRIENDS OF S. ASHLEY NICKLOES,2700,2018,Republican,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,RANDY HULTGREN FOR CONGRESS,2700,2018,Republican,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,STRANGE FOR SENATE,2700,2018,Republican,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,FRIENDS OF DICK DURBIN COMMITTEE,2700,2018,Democrat,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,STANTON FOR CONGRESS,2700,2018,Democrat,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,STANTON FOR CONGRESS,2700,2020,Democrat,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,KINZINGER FOR CONGRESS,2500,2016,Republican,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,MIKE BOST FOR CONGRESS COMMITTEE,2500,2016,Republican,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,DURBIN VICTORY FUND,2500,2018,Democrat,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,BOST Pac,2500,2020,Republican,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,Winred,2500,2020,Republican,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,KATKO FOR CONGRESS,1000,2016,Republican,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,UNIVERSITY PUBLIC ISSUES COMMITTEE AKA UPIC,1000,2016,"Bipartisan, but mostly Democratic",Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,PETE SESSIONS FOR CONGRESS,1000,2018,Republican,Chicago, Illinois
Jerry Reinsdorf,Chicago Bulls,NBA,UNIVERSITY PUBLIC ISSUES COMMITTEE AKA UPIC,1000,2018,"Bipartisan, but mostly Democratic",Chicago, Illinois
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,PROTECT THE HOUSE,100000,2018,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,HILLARY VICTORY FUND,27000,2016,Democrat,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,FRIENDS OF JOHN THUNE,5400,2016,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,LISA MURKOWSKI FOR US SENATE,5400,2016,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,PEOPLE FOR PATTY MURRAY,5400,2016,Democrat,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,LISA MURKOWSKI FOR US SENATE,5400,2018,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,CHRIS COONS FOR DELAWARE,5400,2018,Democrat,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,FRIENDS OF MARIA,5400,2018,Democrat,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,FRIENDS OF SCHUMER,5400,2018,Democrat,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,MONTANANS FOR TESTER,5400,2018,Democrat,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,WHITEHOUSE FOR SENATE,5400,2018,Democrat,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,FRIENDS OF KELLY AYOTTE INC,5000,2016,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,M-PAC,5000,2016,Democrat,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,CORY GARDNER FOR SENATE,5000,2018,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,GREAT AMERICA COMMITTEE,5000,2018,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,HEARTLAND VALUES PAC,5000,2018,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,TEAM RYAN,5000,2018,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,HOOPS PAC,5000,2018,Democrat,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,M-PAC,5000,2018,Democrat,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,150PAC.ORG,5000,2018,Bipartisan,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,PRAMILA FOR CONGRESS,4700,2018,Democrat,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,SCHATZ FOR SENATE,4700,2018,Democrat,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,UDALL FOR US ALL,4700,2018,Democrat,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,KEVIN MCCARTHY FOR CONGRESS,4500,2018,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,FRIENDS OF DAVE REICHERT,4000,2016,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,FRIENDS OF JOHN MCCAIN INC,4000,2016,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,KEVIN MCCARTHY FOR CONGRESS,4000,2016,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,PORTMAN FOR SENATE COMMITTEE,4000,2016,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,THE RICHARD BURR COMMITTEE,4000,2016,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,WYDEN FOR SENATE,4000,2016,Democrat,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,JAIME FOR CONGRESS,4000,2018,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,GILLIBRAND FOR SENATE,4000,2018,Democrat,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,PEOPLE FOR DEREK KILMER,4000,2018,Democrat,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,PEOPLE FOR DEREK KILMER,3700,2016,Democrat,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,COLLINS FOR SENATOR,3700,2018,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,"FRIENDS FOR CHRIS STEWART, INC.",3700,2018,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,CATHY MCMORRIS RODGERS FOR CONGRESS,3500,2016,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,JAIME FOR CONGRESS,3000,2016,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,ADAM SMITH FOR CONGRESS COMMITTEE,3000,2016,Democrat,Portland, Oregon
